accuracy,dice_score_4,iou_score,loss,val_accuracy,val_dice_score_4,val_iou_score,val_loss,learning_rate
0.7713176608085632,0.9238252639770508,0.1901187300682068,0.19377480447292328,0.8786659240722656,0.8842023611068726,0.29506421089172363,0.19221486151218414,0.0010000000474974513
0.8126053214073181,0.924156665802002,0.2044873684644699,0.19001798331737518,0.8252204060554504,0.8494530320167542,0.3376433551311493,0.18967248499393463,0.0010000000474974513
0.8022657632827759,0.9391860961914062,0.21639016270637512,0.1886073350906372,0.8065872192382812,0.7796660661697388,0.307754248380661,0.1896265596151352,0.0010000000474974513
0.833629846572876,0.9293916821479797,0.27343276143074036,0.1875142753124237,0.7616569995880127,0.8369137048721313,0.2497061938047409,0.18896016478538513,0.0010000000474974513
0.8126223087310791,0.8352469205856323,0.2997432351112366,0.1869262307882309,0.8448053002357483,0.8710293173789978,0.3179914057254791,0.18775056302547455,0.0010000000474974513
0.822993814945221,0.7871253490447998,0.29366713762283325,0.18658314645290375,0.5875795483589172,0.731074869632721,0.21829240024089813,0.19291923940181732,0.0010000000474974513
0.845935046672821,0.9201633930206299,0.31324502825737,0.18537075817584991,0.6705453991889954,0.9527038931846619,0.19097460806369781,0.19233419001102448,0.0010000000474974513
0.8507177233695984,0.9779006242752075,0.30600982904434204,0.18464462459087372,0.7519353032112122,0.8763824701309204,0.2675078809261322,0.1881401091814041,0.0010000000474974513
0.8415788412094116,0.9526842832565308,0.3552589416503906,0.18376564979553223,0.7668247222900391,0.8789087533950806,0.2671497166156769,0.18827281892299652,0.0010000000474974513
0.8233804106712341,0.8723528981208801,0.33796006441116333,0.18458619713783264,0.5976486206054688,0.8399925231933594,0.16475741565227509,0.19458229839801788,0.0010000000474974513
0.8086018562316895,0.9514181017875671,0.319784551858902,0.18500883877277374,0.8149701952934265,0.9324285984039307,0.2342478185892105,0.18950845301151276,0.0005000000237487257
0.8651055693626404,0.936669111251831,0.36082687973976135,0.18228115141391754,0.555321455001831,0.8320252895355225,0.21615342795848846,0.1926397681236267,0.0005000000237487257
0.8319154977798462,0.9871983528137207,0.3594820201396942,0.18294662237167358,0.7455742359161377,0.8389822244644165,0.26754921674728394,0.18755799531936646,0.0005000000237487257
0.870466411113739,0.9196622371673584,0.3692270517349243,0.182613804936409,0.8126446008682251,0.9293015599250793,0.3693925440311432,0.18456816673278809,0.0005000000237487257
0.865910530090332,0.9666695594787598,0.39342939853668213,0.18161126971244812,0.7900435328483582,0.9077132940292358,0.31857696175575256,0.18611429631710052,0.0005000000237487257
0.8550283908843994,0.9471020698547363,0.3848099112510681,0.18085768818855286,0.7679967880249023,0.8862080574035645,0.27837446331977844,0.1869751214981079,0.0005000000237487257
0.8734102845191956,0.9387422800064087,0.3937373161315918,0.18248140811920166,0.7670491337776184,0.766230046749115,0.2639009654521942,0.18790066242218018,0.0005000000237487257
0.8672927618026733,0.9696993231773376,0.3700498640537262,0.18172918260097504,0.6777263879776001,0.847545862197876,0.2683562934398651,0.191297248005867,0.0005000000237487257
0.8629528284072876,0.9194783568382263,0.341026246547699,0.18403945863246918,0.7374985218048096,0.8570212125778198,0.33964502811431885,0.18809570372104645,0.0005000000237487257
0.8656120896339417,0.9968054294586182,0.37339624762535095,0.18310509622097015,0.8526392579078674,0.8865405321121216,0.38165906071662903,0.18343301117420197,0.0002500000118743628
0.8789693117141724,0.954469621181488,0.39012324810028076,0.18057267367839813,0.8005350232124329,0.8623917698860168,0.3194078803062439,0.18588785827159882,0.0002500000118743628
0.8539479970932007,0.9195126295089722,0.4030894935131073,0.18053072690963745,0.8577165603637695,0.8952575922012329,0.337836891412735,0.1836935430765152,0.0002500000118743628
0.8643189072608948,0.9411506056785583,0.39470699429512024,0.1806451678276062,0.8513116836547852,0.8121147155761719,0.30933117866516113,0.1851501613855362,0.0002500000118743628
0.880805492401123,0.8973559141159058,0.3831632137298584,0.18169963359832764,0.8558578491210938,0.882068395614624,0.2903629541397095,0.18608559668064117,0.0002500000118743628
0.8798424601554871,0.9961348176002502,0.4085122346878052,0.18000641465187073,0.8267066478729248,0.8888950943946838,0.3035834729671478,0.18585795164108276,0.0002500000118743628
0.8700755834579468,0.910749077796936,0.44593968987464905,0.17964649200439453,0.8070550560951233,0.831476092338562,0.2814685106277466,0.18748396635055542,0.0001250000059371814
0.8875625133514404,0.9333211183547974,0.4040413200855255,0.18024958670139313,0.8289992809295654,0.914208710193634,0.3643457889556885,0.18267430365085602,0.0001250000059371814
0.8724403381347656,0.9250884056091309,0.4130500257015228,0.17966948449611664,0.8399495482444763,0.8361022472381592,0.34274959564208984,0.18276022374629974,0.0001250000059371814
0.8877870440483093,0.8850252032279968,0.4287776052951813,0.17843350768089294,0.8582770228385925,0.9374393224716187,0.371410608291626,0.18221299350261688,0.0001250000059371814
0.8732401728630066,0.9999993443489075,0.4294484555721283,0.1795661449432373,0.7958943247795105,0.8567014932632446,0.3176679015159607,0.18590758740901947,0.0001250000059371814
0.8810485005378723,0.9854372143745422,0.41409802436828613,0.17972984910011292,0.8657280802726746,0.9048341512680054,0.29178500175476074,0.18626074492931366,0.0001250000059371814
0.8934659957885742,0.9542623162269592,0.4243982136249542,0.1788463294506073,0.786092221736908,0.8417250514030457,0.2682768702507019,0.18819262087345123,0.0001250000059371814
0.8866332173347473,0.9238910675048828,0.42401719093322754,0.17882667481899261,0.8393010497093201,0.9031019806861877,0.3946370780467987,0.18543578684329987,0.0001250000059371814
0.8910325765609741,0.8642443418502808,0.40755757689476013,0.17964965105056763,0.8320343494415283,0.8946332931518555,0.3871994912624359,0.18296164274215698,0.0001250000059371814
0.8998883962631226,0.9667419791221619,0.4330907166004181,0.17867931723594666,0.8651036620140076,0.9488261938095093,0.38752269744873047,0.1829582303762436,6.25000029685907e-05
0.8620367050170898,0.9291986227035522,0.4159196615219116,0.17981743812561035,0.8281800150871277,0.8981763124465942,0.3266153633594513,0.18543003499507904,6.25000029685907e-05
0.8671494722366333,0.9134145975112915,0.42244863510131836,0.17975525557994843,0.8395608067512512,0.7705551385879517,0.32883039116859436,0.18496781587600708,6.25000029685907e-05
0.8667898178100586,0.987561821937561,0.424110472202301,0.1792508363723755,0.9048249125480652,0.8999990820884705,0.33831989765167236,0.1848137527704239,6.25000029685907e-05
0.8894221186637878,0.9599888324737549,0.4409043490886688,0.17802347242832184,0.859907329082489,0.9110831022262573,0.35471025109291077,0.18550322949886322,6.25000029685907e-05
